Date,Description
2022-01-07,"['C1358', 'C1038', 'C2687', 'C904', 'C1966', 'C80', 'C410', 'C842', 'C1267', 'C74', 'C2148', 'C916', 'C1500', 'C364', 'C518', 'C2379', 'C2707', 'C1789', 'C1181', 'C1750', 'C160', 'C570', 'C2249', 'C1356', 'C2841', 'C2841', 'C3122', 'C1670', 'C2745', 'C3081', 'C2938', 'C3099', 'C657', 'C2713', 'C780', 'C560', 'C1201', 'C1201', 'C1655', 'C514', 'C1794', 'C276', 'C3530', 'C345', 'C1025', 'C304', 'C3592', 'C174', 'C3263', 'C958', 'C3178', 'C1664', 'C2210', 'C600', 'C1436', 'C1818', 'C801', 'C2663', 'C773', 'C773', 'C1983', 'C12', 'C1233', 'C546', 'C546', 'C1695', 'C2239', 'C475', 'C2007', 'C3665', 'C1233', 'C1892', 'C1369', 'C729', 'C3612', 'C2939', 'C208', 'C3450', 'C3285', 'C3285', 'C557', 'C3287', 'C1630', 'C1630', 'C3604', 'C2615', 'C2369', 'C3669', 'C2068', 'C2853', 'C3093', 'C2863', 'C674', 'C2715', 'C1518', 'C2900', 'C1904']"
2022-01-07,"['C1309', 'C2234', 'C3573', 'C686', 'C1822', 'C1996', 'C3499', 'C3493', 'C3086', 'C3448', 'C1754', 'C3655', 'C3284', 'C2102', 'C624', 'C2914', 'C2330', 'C2485', 'C3015', 'C138', 'C415']"
2022-01-07,"['C3276', 'C1808', 'C425', 'C2386', 'C3323', 'C2166', 'C54', 'C1471', 'C3087', 'C1830', 'C1382', 'C1322', 'C3716', 'C644', 'C1850', 'C587', 'C1973', 'C2636', 'C3009', 'C3126', 'C1012', 'C2388', 'C1751']"
2022-01-07,"['C740', 'C2696', 'C149', 'C2894', 'C2894', 'C1262', 'C2358', 'C1029', 'C1554', 'C1394', 'C3637', 'C3637', 'C217', 'C3548', 'C931', 'C2654', 'C3082', 'C3237']"
2022-01-07,"['C2310', 'C3032', 'C6', 'C3503', 'C3204', 'C956', 'C1910', 'C3735', 'C1224', 'C2319', 'C3700', 'C2779', 'C2289', 'C1139', 'C2439', 'C589', 'C531', 'C3130', 'C1381', 'C2807', 'C3721', 'C2160', 'C3336', 'C2427', 'C3427', 'C3229', 'C1348', 'C2042', 'C2810', 'C787', 'C3157', 'C3088', 'C3261', 'C954', 'C3610', 'C3265', 'C655', 'C1534', 'C2861', 'C2701', 'C1828', 'C2498', 'C2099', 'C2729', 'C1509', 'C851', 'C964', 'C1719', 'C3684', 'C1425']"
2022-01-08,"['C511', 'C3023', 'C3635', 'C3324', 'C2527', 'C1812', 'C2811', 'C2550', 'C1839', 'C997', 'C3588', 'C1163', 'C1166', 'C1752', 'C2224', 'C2090', 'C3702', 'C3672', 'C2844', 'C2777', 'C1947', 'C2940', 'C2087', 'C1813', 'C1809', 'C24', 'C728', 'C3160', 'C1946', 'C3309', 'C367', 'C917', 'C225', 'C251', 'C3679', 'C2973', 'C1895', 'C3152', 'C228', 'C609', 'C3539', 'C2500', 'C386', 'C1442', 'C2580', 'C665', 'C2928', 'C3131', 'C2800', 'C2052', 'C2616', 'C3293', 'C2509', 'C2181', 'C436', 'C3074', 'C1572', 'C229', 'C1114', 'C3317', 'C1499', 'C1205', 'C170', 'C178', 'C3124', 'C2288', 'C1709', 'C1292', 'C1609', 'C2075', 'C1520', 'C3353', 'C2629', 'C2235', 'C2130', 'C2312', 'C1735', 'C3582', 'C2824', 'C1911', 'C3029', 'C2373', 'C2373', 'C3501', 'C3501', 'C1920', 'C3378']"
2022-01-08,"['C3010', 'C718', 'C3106']"
2022-01-08,"['C3319', 'C1851', 'C263', 'C1081', 'C2969', 'C231', 'C3677', 'C2214', 'C1471', 'C1571', 'C1830', 'C534', 'C2749', 'C1382', 'C2309', 'C1322', 'C2030', 'C3370', 'C2295', 'C1247', 'C281', 'C2611', 'C2487', 'C720', 'C1281']"
2022-01-09,"['C3087', 'C1850', 'C822', 'C1973', 'C1934', 'C1672']"
2022-01-11,"['C3319', 'C1851', 'C263', 'C1081', 'C3276', 'C1808', 'C2969', 'C231', 'C3677', 'C2386', 'C3323', 'C788', 'C2166', 'C2661', 'C54', 'C2214', 'C1471', 'C3087', 'C1571', 'C3500', 'C534', 'C1382', 'C1322', 'C2030', 'C3716', 'C3370', 'C644', 'C1850', 'C2257', 'C1973', 'C2487', 'C2636', 'C1934', 'C3376', 'C2084', 'C3009', 'C2311', 'C1751', 'C1281', 'C1694']"
2022-01-12,"['C1190', 'C691', 'C1890']"
2022-01-12,"['C3590', 'C65', 'C1577', 'C1155']"
2022-01-12,"['C975', 'C2826', 'C614', 'C3030', 'C1963', 'C2451', 'C2366', 'C1228', 'C1386', 'C3271', 'C2197', 'C1424', 'C1265', 'C419', 'C824', 'C2098', 'C1659', 'C3469', 'C273', 'C171', 'C1995', 'C3542', 'C473', 'C972', 'C68', 'C3743', 'C2677', 'C1725', 'C274', 'C420', 'C2513', 'C1733', 'C3239', 'C1060']"
2022-01-12,"['C425', 'C3323', 'C2166', 'C3500', 'C1382', 'C2839', 'C1850']"
2022-01-13,"['C1260', 'C1323', 'C2709', 'C3499', 'C1072', 'C1072', 'C3091', 'C1295', 'C2175', 'C2822', 'C2556', 'C2480', 'C486', 'C3449', 'C682', 'C2102', 'C211', 'C3400', 'C1434', 'C1766']"
2022-01-13,"['C3624', 'C2111', 'C1123', 'C13', 'C3391', 'C3693', 'C2764', 'C1594', 'C2869', 'C1974', 'C2443', 'C3255', 'C1559', 'C1945', 'C1320', 'C3485', 'C408', 'C881', 'C1843', 'C338', 'C2910', 'C3670']"
2022-01-13,"['C29', 'C1414', 'C3426', 'C2146', 'C3020', 'C2704', 'C825', 'C2455', 'C3046', 'C605', 'C2023', 'C2817', 'C1476', 'C2581', 'C467', 'C1650', 'C3326', 'C67', 'C1058', 'C809', 'C2664', 'C802', 'C2316', 'C206', 'C2170', 'C376', 'C227', 'C2517', 'C1638', 'C2604', 'C3236', 'C1250', 'C1616', 'C3182', 'C372', 'C372', 'C1997', 'C2486', 'C3602', 'C3594', 'C1465', 'C1164', 'C1282', 'C783', 'C245', 'C2468', 'C2983', 'C2983', 'C1579', 'C659']"
2022-01-13,"['C1614', 'C2107', 'C761', 'C3509', 'C1295', 'C1528', 'C1404', 'C1964']"
2022-01-13,"['C2635', 'C1602', 'C3636', 'C1225', 'C2695', 'C437']"
2022-01-13,"['C1722', 'C510', 'C1470', 'C1447', 'C654', 'C384', 'C144', 'C2126', 'C193', 'C1641']"
2022-01-13,"['C2720', 'C243', 'C813', 'C2078', 'C526', 'C2408', 'C2444', 'C2446', 'C2937', 'C2178', 'C2328', 'C1187']"
2022-01-14,"['C2226', 'C803', 'C1216', 'C3541', 'C2688']"
2022-01-14,"['C1779', 'C3561', 'C985', 'C1556', 'C432', 'C280', 'C2173', 'C431', 'C103', 'C1147', 'C1801', 'C930', 'C3014', 'C2674', 'C3335', 'C823', 'C823', 'C628', 'C2901', 'C453', 'C1110', 'C3067', 'C3108', 'C811', 'C416', 'C2017', 'C107', 'C959', 'C1104', 'C3718', 'C1551', 'C277', 'C407', 'C2088', 'C2137', 'C2384', 'C1243', 'C2871', 'C3191', 'C2501']"
2022-01-15,"['C2842', 'C2984', 'C1511', 'C3464', 'C2367']"
2022-01-15,"['C2250', 'C1210', 'C2725', 'C732', 'C2926', 'C2326', 'C1523', 'C2035', 'C1575', 'C195', 'C1781', 'C1296', 'C2434', 'C786', 'C256', 'C219', 'C3331', 'C1859', 'C3397', 'C2320', 'C1967', 'C1207', 'C1207']"
2022-01-15,"['C369', 'C263', 'C1808', 'C425', 'C2481', 'C3677', 'C2386', 'C3323', 'C54', 'C1471', 'C3087', 'C1322', 'C2295', 'C257', 'C3376', 'C3009', 'C1751']"
2022-01-16,"['C3677', 'C2214', 'C3087', 'C1382', 'C1002', 'C3716', 'C644', 'C1850', 'C1287', 'C789', 'C172']"
2022-01-17,"['C1300', 'C1354', 'C3380', 'C3380', 'C1834', 'C3727', 'C1469']"
2022-01-17,"['C1081', 'C3276', 'C1808', 'C3323', 'C54', 'C3087', 'C1830', 'C1382', 'C2309', 'C644', 'C281', 'C1973', 'C2683', 'C113', 'C3546', 'C741', 'C43', 'C1921', 'C1410', 'C3713', 'C2780', 'C1491', 'C1005', 'C447', 'C1930', 'C1855', 'C1544', 'C2022', 'C2364', 'C2553', 'C3009', 'C1012', 'C2388', 'C2329', 'C1406', 'C2792', 'C1751', 'C1694']"
2022-01-18,"['C90', 'C1676', 'C461', 'C286', 'C1069', 'C2387', 'C3414', 'C2640', 'C1742', 'C1875', 'C26', 'C1894', 'C2960', 'C934', 'C2061', 'C3483', 'C2039', 'C1980', 'C494', 'C2920', 'C3489', 'C816']"
2022-01-18,"['C3116', 'C294', 'C2200', 'C3486', 'C248', 'C3559', 'C468', 'C468', 'C2731', 'C433', 'C1811', 'C2667', 'C1097', 'C3388', 'C1184', 'C146', 'C3164', 'C2589', 'C3351', 'C2643', 'C846', 'C3715', 'C2862']"
2022-01-18,"['C194', 'C956', 'C1910', 'C3735', 'C1224', 'C2319', 'C3700', 'C1770', 'C2779', 'C2289', 'C1139', 'C531', 'C2405', 'C282', 'C3130', 'C1381', 'C1024', 'C3721', 'C2310', 'C2160', 'C3336', 'C2427', 'C3427', 'C3229', 'C1348', 'C2810', 'C787', 'C3157', 'C3088', 'C3277', 'C3261', 'C1536', 'C485', 'C1217', 'C3610', 'C3534', 'C655', 'C1534', 'C2861', 'C379', 'C2701', 'C1828', 'C3032', 'C3405', 'C2122', 'C2498', 'C2729', 'C1832', 'C1284', 'C851', 'C964', 'C1719', 'C1425']"
2022-01-18,"['C3110', 'C2085', 'C515', 'C1998', 'C1326', 'C1463', 'C1840', 'C1256', 'C2895', 'C184', 'C2406', 'C463', 'C2277', 'C3579', 'C1383', 'C2976', 'C1752', 'C3393', 'C1728', 'C2774', 'C2854', 'C1150', 'C918', 'C3540', 'C2931', 'C1400', 'C955', 'C826', 'C3648', 'C1170', 'C945', 'C1658', 'C3181', 'C754', 'C1608', 'C938', 'C1986', 'C2955', 'C925', 'C472', 'C2506', 'C2819', 'C2963', 'C950', 'C2543', 'C1866', 'C488', 'C2569', 'C2138', 'C2771', 'C1310', 'C3494', 'C2167', 'C1736', 'C763', 'C2958', 'C2639', 'C689', 'C3018', 'C3390', 'C649', 'C2558', 'C830', 'C2786', 'C2056', 'C948', 'C629', 'C1095', 'C2349', 'C2454']"
2022-01-19,"['C2147', 'C2773', 'C3480', 'C2686', 'C2591', 'C3167', 'C2678', 'C2033', 'C1076', 'C2378', 'C440', 'C264', 'C569', 'C192', 'C3688', 'C3471', 'C2598', 'C1050', 'C2000', 'C850', 'C1355', 'C2477', 'C3055', 'C3484', 'C495', 'C2260', 'C2972', 'C2302', 'C3039', 'C3523', 'C2991', 'C2051', 'C464', 'C2606', 'C3251', 'C173', 'C2440', 'C1088', 'C3347', 'C1599', 'C3711', 'C186', 'C1884', 'C3016', 'C1397', 'C3685', 'C1133', 'C1507', 'C1780', 'C56']"
2022-01-19,"['C1696', 'C1583', 'C1237', 'C2631', 'C2271', 'C3175', 'C577', 'C968', 'C3315']"
2022-01-19,"['C3722', 'C3538', 'C201', 'C1125', 'C1452', 'C834']"
2022-01-19,"['C263', 'C1081', 'C1808', 'C2386', 'C3323', 'C788', 'C2214', 'C1471', 'C1382', 'C1322', 'C3716', 'C644', 'C1850', 'C2611', 'C2636', 'C267', 'C1535', 'C2123', 'C2229', 'C3591', 'C1732', 'C3138', 'C970', 'C93', 'C1527', 'C1435', 'C656', 'C2993', 'C1854', 'C1934', 'C2311', 'C2633', 'C1751']"
2022-01-20,"['C1148', 'C2106', 'C2514', 'C3618', 'C3040', 'C94']"
2022-01-20,"['C904', 'C80', 'C235', 'C842', 'C1852', 'C1852', 'C74', 'C3468', 'C1500', 'C364', 'C1815', 'C1789', 'C1181', 'C845', 'C1969', 'C1356', 'C1670', 'C2841', 'C3122', 'C2745', 'C47', 'C27', 'C2853', 'C2545', 'C3698', 'C1370', 'C304', 'C2829', 'C1959', 'C2210', 'C2715', 'C1436', 'C1818']"
2022-01-20,"['C745', 'C813', 'C2408', 'C2446', 'C2937', 'C1172', 'C2178', 'C1906', 'C2328', 'C1805', 'C1187']"
2022-01-20,"['C989', 'C115', 'C2041', 'C3274', 'C2828', 'C313', 'C2511']"
2022-01-21,"['C1226', 'C2313', 'C2077', 'C3098', 'C3572', 'C114', 'C1208', 'C1283', 'C2651', 'C1409', 'C3240', 'C2117', 'C3619', 'C608', 'C573', 'C218', 'C3025', 'C3162', 'C2936', 'C3332', 'C1952', 'C2698', 'C3504', 'C2063', 'C497', 'C2603', 'C1202', 'C853', 'C2888', 'C1324', 'C2697', 'C2347', 'C2887', 'C218']"
2022-01-21,"['C3204', 'C956', 'C2319', 'C3700', 'C2336', 'C2779', 'C2262', 'C2289', 'C1139', 'C3721', 'C631', 'C3336', 'C2427', 'C3229', 'C2042', 'C2810', 'C655', 'C1534', 'C2276', 'C2701', 'C3032', 'C3405', 'C1509', 'C964', 'C1719', 'C1719']"
2022-01-21,"['C1893', 'C740', 'C1457', 'C672', 'C3252', 'C1953', 'C1186', 'C1902', 'C1716', 'C3548', 'C2100', 'C2654']"
2022-01-21,"['C2565', 'C3535', 'C1660', 'C1937', 'C3156', 'C2540', 'C1656', 'C427', 'C2835', 'C312', 'C775', 'C913', 'C2789', 'C857', 'C2469', 'C1439', 'C3325', 'C1345', 'C1345', 'C2812', 'C350', 'C2571', 'C3423', 'C2594', 'C2761', 'C1512', 'C1018']"
2022-01-22,"['C3319', 'C1851', 'C2969', 'C231', 'C1571', 'C2030', 'C3370']"
2022-01-22,"['C1779', 'C1556', 'C2293', 'C280', 'C2331', 'C1426', 'C431', 'C103', 'C1801', 'C1991', 'C2674', 'C3335', 'C823', 'C823', 'C823', 'C628', 'C234', 'C86', 'C2901', 'C2858', 'C1110', 'C3067', 'C3108', 'C811', 'C3304', 'C2017', 'C107', 'C959', 'C1104', 'C3718', 'C1149', 'C1551', 'C277', 'C407', 'C2137', 'C2384', 'C714', 'C3024', 'C1243', 'C1006', 'C1374', 'C2871', 'C2501']"
2022-01-23,"['C2481', 'C3323', 'C788', 'C2166', 'C54', 'C3087', 'C3500', 'C1830', 'C1382', 'C587', 'C3105', 'C2611', 'C720', 'C2636', 'C1269', 'C2665', 'C2755', 'C578', 'C1934', 'C3009', 'C2311', 'C1713', 'C1751', 'C3728']"
2022-01-24,"['C1808', 'C425', 'C2386', 'C2214', 'C1471', 'C1382', 'C1322', 'C3716', 'C2295', 'C822', 'C3376', 'C1751']"
2022-01-24,"['C2756', 'C2837', 'C3537', 'C1177', 'C1070', 'C117', 'C1605', 'C3038', 'C2001', 'C1407', 'C3737', 'C2671']"
2022-01-25,"['C1197', 'C3554', 'C1937', 'C3299', 'C2507', 'C1749', 'C3553', 'C2796', 'C832', 'C467', 'C469', 'C2040', 'C2177', 'C2891', 'C3740', 'C2869', 'C2776', 'C3307', 'C947', 'C4', 'C1698', 'C1111', 'C865', 'C157']"
2022-01-25,"['C203', 'C2286', 'C2029', 'C3337']"
2022-01-27,"['C2655', 'C3521', 'C144']"
2022-01-27,"['C526', 'C2408', 'C2444', 'C2080', 'C2446', 'C2937', 'C1172', 'C2178', 'C1805', 'C1187']"
2022-01-27,"['C3641', 'C2582', 'C571', 'C1730', 'C2772', 'C248', 'C3235', 'C3661', 'C2383', 'C1384', 'C321', 'C2433', 'C1456', 'C213', 'C3583', 'C3224', 'C1862', 'C2032', 'C1144', 'C3565', 'C1184', 'C1007', 'C1923', 'C584', 'C585', 'C2874', 'C3330', 'C717', 'C1236', 'C3327', 'C3112']"
2022-01-28,"['C1096', 'C676', 'C3183', 'C3536', 'C648', 'C2652', 'C2834', 'C1623', 'C3218', 'C3398', 'C1657', 'C2723', 'C2544', 'C1729', 'C3248', 'C543', 'C873', 'C1316', 'C1335', 'C3472', 'C2482', 'C2878', 'C196', 'C196', 'C96', 'C95', 'C210', 'C831', 'C3363']"
2022-01-28,"['C680', 'C3402', 'C552']"
2022-01-28,"['C2679', 'C33', 'C33', 'C33', 'C33', 'C33', 'C2696', 'C2490', 'C3637', 'C3637', 'C931', 'C3237', 'C403', 'C1560']"
2022-01-28,"['C2577', 'C2496', 'C2158', 'C1035', 'C2118', 'C800', 'C1216', 'C2226', 'C2688', 'C1916', 'C2370']"
2022-01-28,"['C6', 'C3204', 'C956', 'C1910', 'C1224', 'C2319', 'C3700', 'C1770', 'C2779', 'C2289', 'C1139', 'C2439', 'C589', 'C2220', 'C2405', 'C1381', 'C528', 'C2807', 'C2310', 'C2943', 'C2160', 'C3427', 'C3229', 'C1348', 'C2042', 'C2810', 'C3157', 'C3261', 'C954', 'C485', 'C3534', 'C3265', 'C655', 'C1534', 'C2861', 'C379', 'C2276', 'C2701', 'C1828', 'C3405', 'C2122', 'C2498', 'C1832', 'C1284', 'C964']"
2022-01-28,"['C1403', 'C562', 'C3267']"
2022-01-28,"['C1227', 'C726', 'C2143', 'C2903', 'C5', 'C59', 'C1427', 'C2632', 'C3726', 'C269', 'C1329']"
2022-01-28,"['C3079', 'C3139', 'C157']"
2022-01-29,"['C2400', 'C2183', 'C1305', 'C1891', 'C2503', 'C615', 'C2985', 'C2996']"
2022-01-29,"['C1779', 'C3561', 'C1556', 'C280', 'C2331', 'C431', 'C103', 'C1147', 'C3014', 'C2674', 'C3335', 'C823', 'C823', 'C823', 'C628', 'C86', 'C2901', 'C453', 'C1110', 'C3067', 'C3108', 'C811', 'C416', 'C3304', 'C2017', 'C959', 'C1104', 'C1551', 'C277', 'C407', 'C2088', 'C2137', 'C3053', 'C1159', 'C2384', 'C2923', 'C714', 'C3024', 'C1243', 'C1374', 'C2871', 'C2501']"
2022-01-29,"['C3319', 'C1851', 'C263', 'C3276', 'C1808', 'C425', 'C2969', 'C231', 'C3323', 'C788', 'C2166', 'C2214', 'C1471', 'C3087', 'C1571', 'C3500', 'C2749', 'C1382', 'C2030', 'C3716', 'C3370', 'C644', 'C1850', 'C1247', 'C281', 'C2611', 'C1976', 'C2084', 'C3009', 'C2311', 'C2747', 'C1281', 'C450']"
2022-01-30,"['C263', 'C2481', 'C54', 'C1382', 'C1322', 'C1281']"
2022-01-31,"['C491', 'C3323', 'C788', 'C2214', 'C3500', 'C1830', 'C534', 'C2309', 'C587', 'C281', 'C2611', 'C720', 'C3376', 'C1694']"
2022-02-01,"['C1446', 'C1446', 'C3377', 'C1758', 'C2321', 'C3346']"
2022-02-01,"['C2532', 'C819', 'C337', 'C2783', 'C932', 'C2756', 'C3377', 'C1158', 'C1249', 'C1653', 'C2519', 'C1069', 'C2412', 'C2387', 'C153', 'C2945', 'C2212', 'C3414', 'C603', 'C320', 'C2215', 'C317', 'C1079', 'C2653', 'C1044', 'C3134', 'C3650', 'C2447', 'C1112', 'C2535', 'C3537', 'C2647', 'C91', 'C1177', 'C2563', 'C1942', 'C1984', 'C1651', 'C2743', 'C1455', 'C2263', 'C3496', 'C2375', 'C11', 'C3508', 'C883', 'C1109', 'C3165', 'C2133', 'C1739', 'C1261', 'C3234', 'C532', 'C532', 'C943', 'C1778', 'C1080', 'C1758', 'C1412', 'C2708', 'C3346', 'C3719', 'C884', 'C2902', 'C1203', 'C2424', 'C2390']"
2022-02-02,"['C906', 'C2461', 'C2583', 'C670', 'C508']"
2022-02-02,"['C2773', 'C737', 'C3480', 'C2882', 'C2037', 'C3607', 'C1392', 'C693', 'C2333', 'C2119', 'C2245', 'C1583', 'C2870', 'C820', 'C3077', 'C262', 'C180', 'C226', 'C569', 'C2346', 'C3471', 'C2598', 'C981', 'C3055', 'C2426', 'C2260', 'C3458', 'C3039', 'C2660', 'C2606', 'C1116', 'C1438', 'C1088', 'C577', 'C1453', 'C3711', 'C1884', 'C705', 'C1495', 'C1936', 'C1371', 'C968', 'C3685', 'C949']"
2022-02-02,"['C2234', 'C2244', 'C1786', 'C2410', 'C3493', 'C1072', 'C1221', 'C1727', 'C3509', 'C3499', 'C2656', 'C2977', 'C1145', 'C3629', 'C2597', 'C2127', 'C244', 'C682', 'C122', 'C624', 'C1549', 'C1307', 'C18', 'C1444', 'C2846', 'C1964', 'C525', 'C553']"
2022-02-02,"['C3020', 'C2581', 'C1196', 'C1601', 'C1308', 'C1313', 'C1313', 'C1313', 'C1313', 'C2457', 'C621', 'C1143', 'C2211']"
2022-02-03,"['C2041', 'C3274', 'C3729', 'C1176', 'C483', 'C2562', 'C1679', 'C313']"
2022-02-03,"['C2720', 'C2408', 'C2446', 'C2937', 'C1172', 'C2178', 'C1187']"
2022-02-03,"['C2411', 'C80', 'C1983', 'C12', 'C842', 'C1192', 'C1233', 'C74', 'C2148', 'C3492', 'C2239', 'C3714', 'C2007', 'C1233', 'C3419', 'C3612', 'C3192', 'C518', 'C973', 'C1815', 'C2707', 'C1789', 'C208', 'C1750', 'C3518', 'C2847', 'C1969', 'C570', 'C2249', 'C1356', 'C1670', 'C1630', 'C3159', 'C756', 'C3604', 'C2615', 'C727', 'C3669', 'C1907', 'C3081', 'C2612', 'C1347', 'C2013', 'C2853', 'C3698', 'C1420', 'C1794', 'C1664', 'C1518', 'C995', 'C1008', 'C2663']"
2022-02-03,"['C270', 'C2240', 'C1019', 'C510', 'C1470', 'C1447', 'C87', 'C908', 'C3616', 'C183', 'C1141']"
2022-02-03,"['C263', 'C1808', 'C3677', 'C788', 'C2166', 'C54', 'C2214', 'C3087', 'C1830', 'C1382', 'C2309', 'C3716', 'C2295', 'C1850', 'C1973', 'C2487', 'C1751', 'C1281', 'C708']"
2022-02-04,"['C2198', 'C3120', 'C2479', 'C57', 'C2733', 'C2227', 'C53', 'C3434', 'C805', 'C2744', 'C2753', 'C3562', 'C3076', 'C2228', 'C310', 'C2762', 'C594', 'C1041', 'C1180', 'C2397', 'C742', 'C130', 'C878', 'C2182']"
2022-02-04,"['C3503', 'C956', 'C3735', 'C1224', 'C2319', 'C3700', 'C2289', 'C1139', 'C2439', 'C589', 'C2220', 'C2405', 'C3721', 'C2310', 'C1771', 'C3336', 'C3427', 'C3229', 'C1348', 'C2810', 'C3277', 'C954', 'C1217', 'C3610', 'C655', 'C1534', 'C379', 'C2701', 'C1828', 'C3405', 'C2498', 'C2099', 'C964', 'C1719']"
2022-02-04,"['C715', 'C3460', 'C590', 'C907', 'C3083', 'C2423', 'C1057', 'C493', 'C983', 'C3094', 'C1108', 'C3366', 'C2520', 'C3228', 'C297', 'C977', 'C1229', 'C2851', 'C2202', 'C154', 'C2413', 'C2318', 'C2788', 'C1792', 'C285', 'C2830', 'C1039', 'C1865']"
2022-02-04,"['C1565', 'C334', 'C1362', 'C1362', 'C143', 'C2546', 'C1189', 'C1280', 'C776', 'C2821', 'C1665', 'C3623', 'C3121', 'C2710', 'C1635', 'C3368', 'C141', 'C2927', 'C3451', 'C3185', 'C1089', 'C1173', 'C1173', 'C1173', 'C1173', 'C878', 'C2430', 'C2539']"
2022-02-05,"['C1508', 'C1734', 'C3123', 'C351', 'C351', 'C3624', 'C2339', 'C2808', 'C1804', 'C3255', 'C3255', 'C1559', 'C1559', 'C190', 'C3577', 'C2732', 'C3064', 'C1968', 'C3433']"
2022-02-05,"['C425', 'C3677', 'C2386', 'C3323', 'C2661', 'C54', 'C1471', 'C3087', 'C1382', 'C1322', 'C3716', 'C1850', 'C2636', 'C1934', 'C3376', 'C3009', 'C1012', 'C2388', 'C450']"
2022-02-07,"['C263', 'C425', 'C3323', 'C788', 'C54', 'C3087', 'C1830', 'C2749', 'C1382', 'C2309', 'C1322', 'C644', 'C2295', 'C2487', 'C2636', 'C2084', 'C2311', 'C148', 'C1751', 'C1281']"
2022-02-08,"['C2842', 'C3691', 'C132']"
2022-02-08,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-02-08,"['C2049', 'C1893', 'C2250', 'C3601', 'C730', 'C622', 'C2725', 'C3329', 'C2448', 'C2275', 'C2341', 'C256', 'C1029', 'C3184', 'C910', 'C3044', 'C3268', 'C1967', 'C2046', 'C2673', 'C85', 'C2120', 'C2898']"
2022-02-09,"['C1081', 'C3276', 'C1808', 'C3323', 'C788', 'C2166', 'C2214', 'C1471', 'C3500', 'C3716', 'C587', 'C3376', 'C3009', 'C2311']"
2022-02-10,"['C1673', 'C2720', 'C243', 'C3258', 'C813', 'C1708', 'C526', 'C2408', 'C2444', 'C2178', 'C2328', 'C2328']"
2022-02-10,"['C1238', 'C2118', 'C1216', 'C2982', 'C2688', 'C1090', 'C1156', 'C2705', 'C2066', 'C482', 'C1232', 'C1617']"
2022-02-10,"['C263', 'C1382', 'C1281']"
